【实时弹幕】,1657866365576,2022-07-15 14:26:05,萝卜嘎嘣儿脆,😂
【主播推送商品】,1657866576888,2022-07-15 14:29:36,主播,127号
【实时弹幕】,1657866584334,2022-07-15 14:29:44,jd_139201qwz,20点抢1元秒
【实时弹幕】,1657866591174,2022-07-15 14:29:51,jd_139113wdr,20点抢1元秒
【用户关注】,1657866597967,2022-07-15 14:29:57,jd_137908eot
【实时弹幕】,1657866598984,2022-07-15 14:29:58,chbqq,20点抢1元秒
【主播推送商品】,1657866607861,2022-07-15 14:30:07,主播,127号
【主播推送商品】,1657866613955,2022-07-15 14:30:13,主播,127号
【实时弹幕】,1657866614387,2022-07-15 14:30:14,强峰,20点抢1元秒
【主播推送商品】,1657866618979,2022-07-15 14:30:18,主播,127号
【主播发优惠券】,1657866632515,2022-07-15 14:30:32,主播,5
【实时弹幕】,1657866633989,2022-07-15 14:30:33,NJDTLIHAI,20点抢1元秒
【实时弹幕】,1657866635438,2022-07-15 14:30:35,马格宁,20点抢1元秒
【用户正在购买】,1657866653521,2022-07-15 14:30:53,jd_137908eot,92号
【主播发优惠券】,1657866654890,2022-07-15 14:30:54,主播,5
【实时弹幕】,1657866672919,2022-07-15 14:31:12,jd_IRADTzxqJyeR,20点抢1元秒
【主播推送商品】,1657866682870,2022-07-15 14:31:22,主播,127号
【实时弹幕】,1657866693839,2022-07-15 14:31:33,jd_177725pba,20点抢1元秒
【用户正在购买】,1657866694755,2022-07-15 14:31:34,jd_aOecNlVJNRRp,121号
【主播推送商品】,1657866695079,2022-07-15 14:31:35,主播,127号
【实时弹幕】,1657866696485,2022-07-15 14:31:36,tdrwx988,20点抢1元秒
【主播发优惠券】,1657866704823,2022-07-15 14:31:44,主播,5
【用户正在购买】,1657866709852,2022-07-15 14:31:49,jd_aOecNlVJNRRp,125号
【实时弹幕】,1657866722747,2022-07-15 14:32:02,hjnlxghy,20点抢1元秒
【实时弹幕】,1657866728166,2022-07-15 14:32:08,清风入长门,曝光有点高
【主播推送商品】,1657866730636,2022-07-15 14:32:10,主播,133号
【主播推送商品】,1657866731217,2022-07-15 14:32:11,主播,133号
【实时弹幕】,1657866734258,2022-07-15 14:32:14,jd_136813drg,20点抢1元秒
【主播推送商品】,1657866748095,2022-07-15 14:32:28,主播,133号
【主播推送商品】,1657866748561,2022-07-15 14:32:28,主播,133号
【实时弹幕】,1657866749799,2022-07-15 14:32:29,u_w5m8x5jthzjk,20点抢1元秒
【主播推送商品】,1657866753451,2022-07-15 14:32:33,主播,133号
【实时弹幕】,1657866756722,2022-07-15 14:32:36,云悠悠2015,20点抢1元秒
【用户正在购买】,1657866759896,2022-07-15 14:32:39,u_injidy4rhls9,122号
【用户正在购买】,1657866779348,2022-07-15 14:32:59,u_injidy4rhls9,120号
【实时弹幕】,1657866783276,2022-07-15 14:33:03,jd_940285105,20点抢1元秒
【实时弹幕】,1657866790735,2022-07-15 14:33:10,jd_静静19231,20点抢1元秒
【用户正在购买】,1657866797527,2022-07-15 14:33:17,0乐0-0乐0,Top
【主播推送商品】,1657866803051,2022-07-15 14:33:23,主播,133号
【用户正在购买】,1657866804939,2022-07-15 14:33:24,0乐0-0乐0,75号
【实时弹幕】,1657866813504,2022-07-15 14:33:33,jd_159833gbh,20点抢1元秒
【主播推送商品】,1657866823140,2022-07-15 14:33:43,主播,133号
【实时弹幕】,1657866823500,2022-07-15 14:33:43,清风入长门,《不 吃 东 西 心 里 过 意 不 去《》
【实时弹幕】,1657866828365,2022-07-15 14:33:48,昵称被占用,20点抢1元秒
【用户正在购买】,1657866829823,2022-07-15 14:33:49,0乐0-0乐0,142号
【实时弹幕】,1657866837837,2022-07-15 14:33:57,清风入长门,还是大头会说话
【实时弹幕】,1657866840495,2022-07-15 14:34:00,jd_138638lxi,20点抢1元秒
【用户领券】,1657866843124,2022-07-15 14:34:03,jd_QlDpQSnfpEeh,领取了满300减200元券
【主播推送商品】,1657866845360,2022-07-15 14:34:05,主播,133号
【实时弹幕】,1657866849910,2022-07-15 14:34:09,871643431,20点抢1元秒
【用户加入购物车】,1657866853173,2022-07-15 14:34:13,0乐0-0乐0,132号
【主播推送商品】,1657866854168,2022-07-15 14:34:14,主播,133号
【实时弹幕】,1657866860822,2022-07-15 14:34:20,msl86899,20点抢1元秒
【主播推送商品】,1657866862718,2022-07-15 14:34:22,主播,133号
【主播推送商品】,1657866868688,2022-07-15 14:34:28,主播,133号
【实时弹幕】,1657866876260,2022-07-15 14:34:36,jd_136023dld,20点抢1元秒
【主播推送商品】,1657866877776,2022-07-15 14:34:37,主播,133号
【实时弹幕】,1657866879928,2022-07-15 14:34:39,jd_UArJpFTcaIXP,20点抢1元秒
【用户关注】,1657866880060,2022-07-15 14:34:40,jd_UArJpFTcaIXP
【主播推送商品】,1657866886273,2022-07-15 14:34:46,主播,133号
【实时弹幕】,1657866887150,2022-07-15 14:34:47,jd_139222tfo,20点抢1元秒
【用户加入购物车】,1657866888546,2022-07-15 14:34:48,jd_QlDpQSnfpEeh,Top
【用户正在购买】,1657866890375,2022-07-15 14:34:50,jd_QlDpQSnfpEeh,Top
【主播推送商品】,1657866896037,2022-07-15 14:34:56,主播,120号
【用户正在购买】,1657866907091,2022-07-15 14:35:07,0乐0-0乐0,86号
【主播推送商品】,1657866914185,2022-07-15 14:35:14,主播,120号
【用户正在购买】,1657866920367,2022-07-15 14:35:20,jd_QlDpQSnfpEeh,143号
【实时弹幕】,1657866925465,2022-07-15 14:35:25,PGC720,20点抢1元秒
【用户正在购买】,1657866925817,2022-07-15 14:35:25,jd_QlDpQSnfpEeh,138号
【实时弹幕】,1657866926482,2022-07-15 14:35:26,Coco_Tang_0827,20点抢1元秒
【主播发优惠券】,1657866933706,2022-07-15 14:35:33,主播,5
【主播推送商品】,1657866939784,2022-07-15 14:35:39,主播,120号
【用户正在购买】,1657866949147,2022-07-15 14:35:49,0乐0-0乐0,78号
【实时弹幕】,1657866951782,2022-07-15 14:35:51,天虹66,20点抢1元秒
【实时弹幕】,1657866957638,2022-07-15 14:35:57,JvLIEylnSjvI,20点抢1元秒
【主播推送商品】,1657866960802,2022-07-15 14:36:00,主播,120号
【用户正在购买】,1657866962111,2022-07-15 14:36:02,jd_QlDpQSnfpEeh,120号
【实时弹幕】,1657866977977,2022-07-15 14:36:17,jd_63159664b1a99,20点抢1元秒
【实时弹幕】,1657866979544,2022-07-15 14:36:19,煮茶泉影,20点抢1元秒
【主播推送商品】,1657866981773,2022-07-15 14:36:21,主播,120号
【主播发优惠券】,1657866989453,2022-07-15 14:36:29,主播,5
【实时弹幕】,1657866991416,2022-07-15 14:36:31,鱼香肉丝2,20点抢1元秒
【实时弹幕】,1657866992257,2022-07-15 14:36:32,白雪3698088,20点抢1元秒
【实时弹幕】,1657866997181,2022-07-15 14:36:37,耳江,20点抢1元秒
【主播推送商品】,1657867002759,2022-07-15 14:36:42,主播,120号
【主播推送商品】,1657867009491,2022-07-15 14:36:49,主播,120号
【实时弹幕】,1657867010866,2022-07-15 14:36:50,jd_nJTaXKzkfJOq,20点抢1元秒
【用户领券】,1657867022397,2022-07-15 14:37:02,宸0505,领取了满300减200元券
【主播推送商品】,1657867026629,2022-07-15 14:37:06,主播,Top
【实时弹幕】,1657867030169,2022-07-15 14:37:10,chwin0410,20点抢1元秒
【用户关注】,1657867030328,2022-07-15 14:37:10,chwin0410
【用户加入购物车】,1657867032393,2022-07-15 14:37:12,0乐0-0乐0,48号
【主播推送商品】,1657867037726,2022-07-15 14:37:17,主播,Top
【用户加入购物车】,1657867040687,2022-07-15 14:37:20,0乐0-0乐0,45号
【用户加入购物车】,1657867048261,2022-07-15 14:37:28,0乐0-0乐0,41号
【实时弹幕】,1657867052561,2022-07-15 14:37:32,jd_187299van,零食大轰趴还可以加库存吗
【实时弹幕】,1657867067510,2022-07-15 14:37:47,LilyW707,20点抢1元秒
【用户正在购买】,1657867078626,2022-07-15 14:37:58,初瑜_,146号
【用户正在购买】,1657867080092,2022-07-15 14:38:00,苏琪呀-,142号
【用户正在购买】,1657867087087,2022-07-15 14:38:07,初瑜_,Top
【实时弹幕】,1657867088965,2022-07-15 14:38:08,谁把梦落在地,20点抢1元秒
【用户正在购买】,1657867090726,2022-07-15 14:38:10,初瑜_,144号
【实时弹幕】,1657867091829,2022-07-15 14:38:11,jd_XwRyaCRMGgeC,20点抢1元秒
【主播推送商品】,1657867092786,2022-07-15 14:38:12,主播,Top
【主播推送商品】,1657867093754,2022-07-15 14:38:13,主播,Top
【实时弹幕】,1657867111615,2022-07-15 14:38:31,jd_138292qox,20点抢1元秒
【用户关注】,1657867111675,2022-07-15 14:38:31,jd_138292qox
【主播推送商品】,1657867115122,2022-07-15 14:38:35,主播,Top
【实时弹幕】,1657867116804,2022-07-15 14:38:36,jd_5dca3d5f872ce,20点抢1元秒
【实时弹幕】,1657867120314,2022-07-15 14:38:40,jd_1301475264,20点抢1元秒
【实时弹幕】,1657867124390,2022-07-15 14:38:44,FeiXJ168,20点抢1元秒
【主播推送商品】,1657867124406,2022-07-15 14:38:44,主播,Top
【实时弹幕】,1657867127866,2022-07-15 14:38:47,飞儿姥姥,20点抢1元秒
【用户正在购买】,1657867128726,2022-07-15 14:38:48,初瑜_,125号
【主播推送商品】,1657867133965,2022-07-15 14:38:53,主播,Top
【主播推送商品】,1657867138726,2022-07-15 14:38:58,主播,Top
【用户正在购买】,1657867138883,2022-07-15 14:38:58,初瑜_,125号
【主播推送商品】,1657867145757,2022-07-15 14:39:05,主播,Top
【用户正在购买】,1657867146974,2022-07-15 14:39:06,jd_187299van,137号
【用户正在购买】,1657867150538,2022-07-15 14:39:10,jd_150819jjo,133号
【实时弹幕】,1657867151381,2022-07-15 14:39:11,jd_msJDYeNovIWI,20点抢1元秒
【实时弹幕】,1657867152554,2022-07-15 14:39:12,jd_XfySEjmtdRnJ,20点抢1元秒
【实时弹幕】,1657867153643,2022-07-15 14:39:13,JINGDONG139504,20点抢1元秒
【实时弹幕】,1657867154651,2022-07-15 14:39:14,红豆儿红豆儿,20点抢1元秒
【实时弹幕】,1657867155263,2022-07-15 14:39:15,Sweetheartwj,20点抢1元秒
【主播推送商品】,1657867155276,2022-07-15 14:39:15,主播,Top
【主播推送商品】,1657867163433,2022-07-15 14:39:23,主播,Top
【实时弹幕】,1657867164611,2022-07-15 14:39:24,jd_133778rgs,20点抢1元秒
【主播推送商品】,1657867168159,2022-07-15 14:39:28,主播,Top
【主播推送商品】,1657867173904,2022-07-15 14:39:33,主播,Top
【用户正在购买】,1657867180093,2022-07-15 14:39:40,jd_QlDpQSnfpEeh,120号
【用户加入购物车】,1657867181666,2022-07-15 14:39:41,jd_187299van,137号
【主播推送商品】,1657867184980,2022-07-15 14:39:44,主播,Top
【用户正在购买】,1657867194171,2022-07-15 14:39:54,jd_QlDpQSnfpEeh,118号
【主播推送商品】,1657867198317,2022-07-15 14:39:58,主播,Top
【用户正在购买】,1657867200472,2022-07-15 14:40:00,可爱的小老四1,141号
【主播推送商品】,1657867200916,2022-07-15 14:40:00,主播,Top
【主播推送商品】,1657867212282,2022-07-15 14:40:12,主播,141号
【用户正在购买】,1657867218186,2022-07-15 14:40:18,jd_QlDpQSnfpEeh,107号
【主播推送商品】,1657867221805,2022-07-15 14:40:21,主播,141号
【用户正在购买】,1657867224689,2022-07-15 14:40:24,可爱的小老四1,136号
【主播推送商品】,1657867229853,2022-07-15 14:40:29,主播,141号
【实时弹幕】,1657867230619,2022-07-15 14:40:30,清新小桔子,20点抢1元秒
【用户加入购物车】,1657867233215,2022-07-15 14:40:33,可爱的小老四1,133号
【主播推送商品】,1657867237623,2022-07-15 14:40:37,主播,98号
【用户正在购买】,1657867239209,2022-07-15 14:40:39,可爱的小老四1,131号
【用户正在购买】,1657867242736,2022-07-15 14:40:42,jd_68e3f49db755d,98号
【实时弹幕】,1657867248327,2022-07-15 14:40:48,jd_bnMeUeGRFkDK,20点抢1元秒
【实时弹幕】,1657867250124,2022-07-15 14:40:50,记不住0325,20点抢1元秒
【用户关注】,1657867250163,2022-07-15 14:40:50,记不住0325
【用户加入购物车】,1657867251409,2022-07-15 14:40:51,可爱的小老四1,131号
【用户正在购买】,1657867255359,2022-07-15 14:40:55,可爱的小老四1,129号
【主播推送商品】,1657867257029,2022-07-15 14:40:57,主播,141号
【实时弹幕】,1657867260162,2022-07-15 14:41:00,YING_YJL,20点抢1元秒
【用户关注】,1657867260307,2022-07-15 14:41:00,YING_YJL
【主播推送商品】,1657867266926,2022-07-15 14:41:06,主播,141号
【主播推送商品】,1657867272437,2022-07-15 14:41:12,主播,141号
【用户正在购买】,1657867274195,2022-07-15 14:41:14,可爱的小老四1,141号
【主播推送商品】,1657867276488,2022-07-15 14:41:16,主播,141号
【用户正在购买】,1657867278092,2022-07-15 14:41:18,可爱的小老四1,141号
【主播推送商品】,1657867287729,2022-07-15 14:41:27,主播,141号
【用户关注】,1657867310383,2022-07-15 14:41:50,jd_7d1c9f243753a
【用户分享直播间】,1657867311908,2022-07-15 14:41:51,jiezi_827
【主播推送商品】,1657867324080,2022-07-15 14:42:04,主播,141号
【实时弹幕】,1657867351517,2022-07-15 14:42:31,jd_133880rna,20点抢1元秒
【实时弹幕】,1657867364642,2022-07-15 14:42:44,jd_137062oem,20点抢1元秒
【用户分享直播间】,1657867367590,2022-07-15 14:42:47,u_5cw4wn3gxgeh
【主播发优惠券】,1657867367939,2022-07-15 14:42:47,主播,200
【实时弹幕】,1657867378717,2022-07-15 14:42:58,jd_SVnBkxdQPOUd,20点抢1元秒
【主播推送商品】,1657867380060,2022-07-15 14:43:00,主播,76号
【用户分享直播间】,1657867380352,2022-07-15 14:43:00,u_5cw4wn3gxgeh
【用户加入购物车】,1657867381453,2022-07-15 14:43:01,初瑜_,144号
【用户正在购买】,1657867382863,2022-07-15 14:43:02,不让我改名有烦12345,146号
【用户正在购买】,1657867388637,2022-07-15 14:43:08,初瑜_,144号
【实时弹幕】,1657867396605,2022-07-15 14:43:16,jd_181312hwb,20点抢1元秒
【实时弹幕】,1657867418459,2022-07-15 14:43:38,jd_WViXFUmlLoBN,20点抢1元秒
【实时弹幕】,1657867422150,2022-07-15 14:43:42,swjtzhw,20点抢1元秒
【实时弹幕】,1657867423032,2022-07-15 14:43:43,最爱萱萱0416,20点抢1元秒
【实时弹幕】,1657867426780,2022-07-15 14:43:46,jdtttt888,20点抢1元秒
【主播推送商品】,1657867430760,2022-07-15 14:43:50,主播,76号
【用户加入购物车】,1657867433444,2022-07-15 14:43:53,陈亚楠614,147号
【主播推送商品】,1657867435827,2022-07-15 14:43:55,主播,76号
【用户加入购物车】,1657867437111,2022-07-15 14:43:57,陈亚楠614,146号
【用户加入购物车】,1657867437870,2022-07-15 14:43:57,陈亚楠614,145号
【用户加入购物车】,1657867439512,2022-07-15 14:43:59,陈亚楠614,145号
【主播发优惠券】,1657867440084,2022-07-15 14:44:00,主播,200
【用户关注】,1657867444210,2022-07-15 14:44:04,jd155100ofc
【主播推送商品】,1657867444996,2022-07-15 14:44:04,主播,76号
【用户正在购买】,1657867446842,2022-07-15 14:44:06,jd_49e0a9a8b5298,76号
【实时弹幕】,1657867468648,2022-07-15 14:44:28,jd_138293cai,20点抢1元秒
【用户正在购买】,1657867470362,2022-07-15 14:44:30,jd_152022xlk,Top
【用户加入购物车】,1657867474707,2022-07-15 14:44:34,jd_152022xlk,Top
【实时弹幕】,1657867475342,2022-07-15 14:44:35,jd_hzq_0,20点抢1元秒
【用户正在购买】,1657867476555,2022-07-15 14:44:36,jd_49e0a9a8b5298,107号
【用户正在购买】,1657867483587,2022-07-15 14:44:43,陈亚楠614,144号
【用户加入购物车】,1657867486541,2022-07-15 14:44:46,jd_152022xlk,Top
【实时弹幕】,1657867487234,2022-07-15 14:44:47,wsacfj,20点抢1元秒
【实时弹幕】,1657867491423,2022-07-15 14:44:51,jd_159021clu,20点抢1元秒
【实时弹幕】,1657867492204,2022-07-15 14:44:52,jd_MmfokrNKmQMh,20点抢1元秒
【实时弹幕】,1657867498314,2022-07-15 14:44:58,jd_69865e30ef8d9,20点抢1元秒
【实时弹幕】,1657867500994,2022-07-15 14:45:00,易今Wu,20点抢1元秒
【主播发优惠券】,1657867502896,2022-07-15 14:45:02,主播,200
【实时弹幕】,1657867502921,2022-07-15 14:45:02,唐尚崇,20点抢1元秒
【实时弹幕】,1657867509872,2022-07-15 14:45:09,jd_463dc22696109,20点抢1元秒
【实时弹幕】,1657867511988,2022-07-15 14:45:11,jd_7104b55db47f7,20点抢1元秒
【实时弹幕】,1657867521838,2022-07-15 14:45:21,jd_156010vgt,20点抢1元秒
【实时弹幕】,1657867522427,2022-07-15 14:45:22,油条1259158956,20点抢1元秒
【主播推送商品】,1657867525680,2022-07-15 14:45:25,主播,76号
【用户正在购买】,1657867527407,2022-07-15 14:45:27,jd_49e0a9a8b5298,76号
【用户正在购买】,1657867531908,2022-07-15 14:45:31,掏不出的心,141号
【实时弹幕】,1657867532742,2022-07-15 14:45:32,jd_132199obl,20点抢1元秒
【实时弹幕】,1657867543685,2022-07-15 14:45:43,1116tintin,20点抢1元秒
【用户正在购买】,1657867547525,2022-07-15 14:45:47,掏不出的心,142号
【实时弹幕】,1657867551538,2022-07-15 14:45:51,JRSD_yFcqV8186,20点抢1元秒
【主播发优惠券】,1657867559495,2022-07-15 14:45:59,主播,200
【主播推送商品】,1657867578592,2022-07-15 14:46:18,主播,74号
【用户正在购买】,1657867579356,2022-07-15 14:46:19,掏不出的心,98号
【实时弹幕】,1657867592323,2022-07-15 14:46:32,左手右边ABC,20点抢1元秒
【实时弹幕】,1657867597468,2022-07-15 14:46:37,jd158600zwr,20点抢1元秒
【实时弹幕】,1657867601644,2022-07-15 14:46:41,jd_guojia568,20点抢1元秒
【实时弹幕】,1657867621427,2022-07-15 14:47:01,困困在睡觉,20点抢1元秒
【主播推送商品】,1657867635671,2022-07-15 14:47:15,主播,74号
【主播发优惠券】,1657867639429,2022-07-15 14:47:19,主播,200
【主播推送商品】,1657867652800,2022-07-15 14:47:32,主播,74号
【实时弹幕】,1657867658665,2022-07-15 14:47:38,jd_519436641,20点抢1元秒
【主播发优惠券】,1657867669790,2022-07-15 14:47:49,主播,200
【主播推送商品】,1657867672348,2022-07-15 14:47:52,主播,74号
【用户正在购买】,1657867675612,2022-07-15 14:47:55,梁小能,74号
【主播推送商品】,1657867686340,2022-07-15 14:48:06,主播,74号
【实时弹幕】,1657867693866,2022-07-15 14:48:13,xuneng83,20点抢1元秒
【主播推送商品】,1657867708660,2022-07-15 14:48:28,主播,72号
【主播推送商品】,1657867715081,2022-07-15 14:48:35,主播,72号
【实时弹幕】,1657867717435,2022-07-15 14:48:37,GU伟,20点抢1元秒
【实时弹幕】,1657867736348,2022-07-15 14:48:56,jd_992TS,20点抢1元秒
【实时弹幕】,1657867742522,2022-07-15 14:49:02,jd_FsmGzOuwQgda,20点抢1元秒
【实时弹幕】,1657867742686,2022-07-15 14:49:02,jinlvcaiwu,20点抢1元秒
【用户关注】,1657867742827,2022-07-15 14:49:02,jinlvcaiwu
【主播推送商品】,1657867745955,2022-07-15 14:49:05,主播,74号
【主播推送商品】,1657867746230,2022-07-15 14:49:06,主播,74号
【主播推送商品】,1657867747977,2022-07-15 14:49:07,主播,72号
【主播推送商品】,1657867763371,2022-07-15 14:49:23,主播,72号
【主播推送商品】,1657867786000,2022-07-15 14:49:46,主播,72号
【主播发优惠券】,1657867809414,2022-07-15 14:50:09,主播,200
【主播推送商品】,1657867812140,2022-07-15 14:50:12,主播,72号
【实时弹幕】,1657867821861,2022-07-15 14:50:21,真心人生,20点抢1元秒
【主播推送商品】,1657867840016,2022-07-15 14:50:40,主播,72号
【实时弹幕】,1657867841345,2022-07-15 14:50:41,jd_136228rsl,20点抢1元秒
【主播推送商品】,1657867848780,2022-07-15 14:50:48,主播,72号
【主播推送商品】,1657867853750,2022-07-15 14:50:53,主播,72号
【主播推送商品】,1657867862795,2022-07-15 14:51:02,主播,75号
【主播推送商品】,1657867876564,2022-07-15 14:51:16,主播,75号
【主播推送商品】,1657867877283,2022-07-15 14:51:17,主播,75号
【实时弹幕】,1657867886020,2022-07-15 14:51:26,zhangyjingdong,20点抢1元秒
【用户关注】,1657867886097,2022-07-15 14:51:26,zhangyjingdong
【实时弹幕】,1657867886780,2022-07-15 14:51:26,broapp,20点抢1元秒
【实时弹幕】,1657867892413,2022-07-15 14:51:32,LuciferYN,20点抢1元秒
【主播推送商品】,1657867902126,2022-07-15 14:51:42,主播,75号
【实时弹幕】,1657867914956,2022-07-15 14:51:54,jd_135680mep,20点抢1元秒
【主播推送商品】,1657867919686,2022-07-15 14:51:59,主播,75号
【实时弹幕】,1657867934252,2022-07-15 14:52:14,u_q67fhl4lzye7,20点抢1元秒
【用户加入购物车】,1657867961514,2022-07-15 14:52:41,此刻方能坚持,145号
【用户加入购物车】,1657867973735,2022-07-15 14:52:53,此刻方能坚持,143号
【实时弹幕】,1657867974679,2022-07-15 14:52:54,jd_135220dbc,20点抢1元秒
【用户关注】,1657867974684,2022-07-15 14:52:54,jd_135220dbc
【用户正在购买】,1657867982066,2022-07-15 14:53:02,E_世说,144号
【实时弹幕】,1657867985860,2022-07-15 14:53:05,fanfan_s2815,20点抢1元秒
【用户关注】,1657867985952,2022-07-15 14:53:05,fanfan_s2815
【主播发优惠券】,1657867986957,2022-07-15 14:53:06,主播,200
【实时弹幕】,1657867998567,2022-07-15 14:53:18,shaonian84,20点抢1元秒
【用户关注】,1657867998697,2022-07-15 14:53:18,shaonian84
【实时弹幕】,1657868003061,2022-07-15 14:53:23,jd_189519gnz,20点抢1元秒
【主播推送商品】,1657868003163,2022-07-15 14:53:23,主播,75号
【实时弹幕】,1657868012185,2022-07-15 14:53:32,jd_137241lngb,20点抢1元秒
【用户关注】,1657868012316,2022-07-15 14:53:32,jd_137241lngb
【主播推送商品】,1657868014970,2022-07-15 14:53:34,主播,73号
【实时弹幕】,1657868018172,2022-07-15 14:53:38,jd_135348lrm,20点抢1元秒
【用户正在购买】,1657868019212,2022-07-15 14:53:39,E_世说,73号
【主播推送商品】,1657868019353,2022-07-15 14:53:39,主播,73号
【用户正在购买】,1657868020021,2022-07-15 14:53:40,jd_oLFHwCXCSUGx,146号
【主播推送商品】,1657868034762,2022-07-15 14:53:54,主播,73号
【用户领券】,1657868043368,2022-07-15 14:54:03,青春终究散场,领取了满300减200元券
【主播推送商品】,1657868052686,2022-07-15 14:54:12,主播,73号
【主播推送商品】,1657868059937,2022-07-15 14:54:19,主播,73号
【用户正在购买】,1657868063706,2022-07-15 14:54:23,E_世说,73号
【主播推送商品】,1657868065336,2022-07-15 14:54:25,主播,73号
【用户领券】,1657868077126,2022-07-15 14:54:37,E_世说,领取了满300减200元券
【实时弹幕】,1657868090692,2022-07-15 14:54:50,JNS1008,20点抢1元秒
【用户关注】,1657868090749,2022-07-15 14:54:50,JNS1008
【用户正在购买】,1657868092775,2022-07-15 14:54:52,E_世说,Top
【实时弹幕】,1657868094273,2022-07-15 14:54:54,u_upbtbdkx3xb6,20点抢1元秒
【用户加入购物车】,1657868097241,2022-07-15 14:54:57,E_世说,Top
【主播推送商品】,1657868100266,2022-07-15 14:55:00,主播,73号
【实时弹幕】,1657868100448,2022-07-15 14:55:00,jd_kXKGHmNkTOkN,20点抢1元秒
【用户关注】,1657868100484,2022-07-15 14:55:00,jd_kXKGHmNkTOkN
【用户加入购物车】,1657868102756,2022-07-15 14:55:02,E_世说,147号
【用户加入购物车】,1657868104345,2022-07-15 14:55:04,E_世说,147号
【用户加入购物车】,1657868106274,2022-07-15 14:55:06,E_世说,147号
【主播推送商品】,1657868109603,2022-07-15 14:55:09,主播,73号
【实时弹幕】,1657868110666,2022-07-15 14:55:10,大画,20点抢1元秒
【主播发优惠券】,1657868116384,2022-07-15 14:55:16,主播,200
【实时弹幕】,1657868123925,2022-07-15 14:55:23,jd_biHNgfZNfEca,20点抢1元秒
【实时弹幕】,1657868128067,2022-07-15 14:55:28,arc31,20点抢1元秒
【实时弹幕】,1657868145302,2022-07-15 14:55:45,jd_55328355f450b,20点抢1元秒
【主播发优惠券】,1657868149102,2022-07-15 14:55:49,主播,200
【实时弹幕】,1657868151403,2022-07-15 14:55:51,u_fwzvybvuk52t,20点抢1元秒
【主播推送商品】,1657868154246,2022-07-15 14:55:54,主播,73号
【用户正在购买】,1657868166782,2022-07-15 14:56:06,龙湖红椒,135号
【用户分享直播间】,1657868171322,2022-07-15 14:56:11,jd_131217kvk
【主播推送商品】,1657868176197,2022-07-15 14:56:16,主播,73号
【实时弹幕】,1657868179708,2022-07-15 14:56:19,97682858jg,20点抢1元秒
【实时弹幕】,1657868189221,2022-07-15 14:56:29,jd_158725uew,20点抢1元秒
【主播推送商品】,1657868209006,2022-07-15 14:56:49,主播,63号
【用户正在购买】,1657868216252,2022-07-15 14:56:56,桃桃静WJ,63号
【主播推送商品】,1657868234903,2022-07-15 14:57:14,主播,52号
【主播推送商品】,1657868236769,2022-07-15 14:57:16,主播,50号
【主播推送商品】,1657868237822,2022-07-15 14:57:17,主播,49号
