【用户正在购买】,1656650360433,2022-07-01 12:39:20,jd_152276hxw,139号
【实时弹幕】,1656650684335,2022-07-01 12:44:44,文竹1625,20点抢1元秒
【实时弹幕】,1656650684784,2022-07-01 12:44:44,jd_159625jiy,20点抢1元秒
【实时弹幕】,1656650685777,2022-07-01 12:44:45,jd152821lfz,20点抢1元秒
【实时弹幕】,1656650685789,2022-07-01 12:44:45,jd_58f003bde8e0a,20点抢1元秒
【主播发优惠券】,1656650686338,2022-07-01 12:44:46,主播,200
【实时弹幕】,1656650688121,2022-07-01 12:44:48,jd_7e37084e6eec4,20点抢1元秒
【用户关注】,1656650688173,2022-07-01 12:44:48,jd_7e37084e6eec4
【实时弹幕】,1656650688361,2022-07-01 12:44:48,jd_538877dbec4cc,20点抢1元秒
【实时弹幕】,1656650691026,2022-07-01 12:44:51,jd_130650ovir,20点抢1元秒
【实时弹幕】,1656650691982,2022-07-01 12:44:51,DXR861119,20点抢1元秒
【用户关注】,1656650692015,2022-07-01 12:44:52,DXR861119
【用户关注】,1656650696138,2022-07-01 12:44:56,18651805345_p
【实时弹幕】,1656650700966,2022-07-01 12:45:00,jd_suWDpjOJdqBE,20点抢1元秒
【实时弹幕】,1656650720523,2022-07-01 12:45:20,jd_139952ucx,20点抢1元秒
【用户关注】,1656650720565,2022-07-01 12:45:20,jd_139952ucx
【主播推送商品】,1656650722093,2022-07-01 12:45:22,主播,23号
【实时弹幕】,1656650730289,2022-07-01 12:45:30,LoveF610,20点抢1元秒
【实时弹幕】,1656650737773,2022-07-01 12:45:37,u_ayk4larjklr7,20点抢1元秒
【用户关注】,1656650737960,2022-07-01 12:45:37,u_ayk4larjklr7
【主播推送商品】,1656650749001,2022-07-01 12:45:49,主播,23号
【用户正在购买】,1656650749041,2022-07-01 12:45:49,东峤帝国,Top
【实时弹幕】,1656650749339,2022-07-01 12:45:49,jkpd_76bda76f6f5,20点抢1元秒
【主播发优惠券】,1656650754402,2022-07-01 12:45:54,主播,200
【实时弹幕】,1656650762097,2022-07-01 12:46:02,jd_aBOIRoLWkuqS,20点抢1元秒
【实时弹幕】,1656650767078,2022-07-01 12:46:07,u_x8vb8rlm84gx,20点抢1元秒
【主播推送商品】,1656650771666,2022-07-01 12:46:11,主播,23号
【主播推送商品】,1656650772164,2022-07-01 12:46:12,主播,23号
【主播推送商品】,1656650772434,2022-07-01 12:46:12,主播,23号
【实时弹幕】,1656650772609,2022-07-01 12:46:12,jd_yQTvLOtYZkUh,20点抢1元秒
【主播推送商品】,1656650772619,2022-07-01 12:46:12,主播,23号
【主播推送商品】,1656650775590,2022-07-01 12:46:15,主播,23号
【实时弹幕】,1656650780073,2022-07-01 12:46:20,jd_urCjbVtPoygx,20点抢1元秒
【主播推送商品】,1656650781335,2022-07-01 12:46:21,主播,23号
【主播推送商品】,1656650782147,2022-07-01 12:46:22,主播,23号
【主播推送商品】,1656650783117,2022-07-01 12:46:23,主播,23号
【主播推送商品】,1656650784486,2022-07-01 12:46:24,主播,23号
【实时弹幕】,1656650785977,2022-07-01 12:46:25,蜀山剑侠嘉西亚,20点抢1元秒
【主播推送商品】,1656650787423,2022-07-01 12:46:27,主播,23号
【实时弹幕】,1656650792988,2022-07-01 12:46:32,白雪3698088,20点抢1元秒
【主播推送商品】,1656650793734,2022-07-01 12:46:33,主播,23号
【主播推送商品】,1656650798550,2022-07-01 12:46:38,主播,23号
【主播推送商品】,1656650800600,2022-07-01 12:46:40,主播,21号
【用户正在购买】,1656650802199,2022-07-01 12:46:42,时间之尽,148号
【主播推送商品】,1656650805698,2022-07-01 12:46:45,主播,21号
【用户正在购买】,1656650811043,2022-07-01 12:46:51,东峤帝国,151号
【实时弹幕】,1656650813164,2022-07-01 12:46:53,jd_bgsHLzhMZjUZ,20点抢1元秒
【实时弹幕】,1656650827360,2022-07-01 12:47:07,jd_1590927yxy,20点抢1元秒
【实时弹幕】,1656650831536,2022-07-01 12:47:11,树林森林,20点抢1元秒
【用户正在购买】,1656650833043,2022-07-01 12:47:13,东峤帝国,131号
【用户正在购买】,1656650837125,2022-07-01 12:47:17,东峤帝国,130号
【用户分享直播间】,1656650837985,2022-07-01 12:47:17,树林森林
【用户正在购买】,1656650845878,2022-07-01 12:47:25,jd_aBOIRoLWkuqS,137号
【主播推送商品】,1656650846562,2022-07-01 12:47:26,主播,21号
【实时弹幕】,1656650847136,2022-07-01 12:47:27,心不再飞,20点抢1元秒
【主播推送商品】,1656650852999,2022-07-01 12:47:32,主播,21号
【实时弹幕】,1656650854379,2022-07-01 12:47:34,jd_fwKsrDkwmyCh,20点抢1元秒
【用户关注】,1656650854462,2022-07-01 12:47:34,jd_fwKsrDkwmyCh
【实时弹幕】,1656650858405,2022-07-01 12:47:38,jd_BoqunBIPGSYU,20点抢1元秒
【实时弹幕】,1656650861656,2022-07-01 12:47:41,jd_6d361*****405,20点抢1元秒
【实时弹幕】,1656650868973,2022-07-01 12:47:48,jd_135026vuw,20点抢1元秒
【主播推送商品】,1656650872907,2022-07-01 12:47:52,主播,21号
【主播推送商品】,1656650873559,2022-07-01 12:47:53,主播,21号
【主播推送商品】,1656650874380,2022-07-01 12:47:54,主播,21号
【主播推送商品】,1656650884060,2022-07-01 12:48:04,主播,21号
【实时弹幕】,1656650886435,2022-07-01 12:48:06,宋建平5529,20点抢1元秒
【主播推送商品】,1656650888614,2022-07-01 12:48:08,主播,21号
【实时弹幕】,1656650891553,2022-07-01 12:48:11,Google_online,20点抢1元秒
【主播推送商品】,1656650893609,2022-07-01 12:48:13,主播,21号
【实时弹幕】,1656650893991,2022-07-01 12:48:13,moto75,20点抢1元秒
【实时弹幕】,1656650897115,2022-07-01 12:48:17,BheNtXNjMsur,20点抢1元秒
【主播推送商品】,1656650897537,2022-07-01 12:48:17,主播,21号
【用户正在购买】,1656650899878,2022-07-01 12:48:19,80后老仙女,133号
【实时弹幕】,1656650902025,2022-07-01 12:48:22,VpUzBAbggmlA,20点抢1元秒
【实时弹幕】,1656650903038,2022-07-01 12:48:23,shorthandfu,20点抢1元秒
【实时弹幕】,1656650905438,2022-07-01 12:48:25,jd_135660cig,20点抢1元秒
【用户正在购买】,1656650906448,2022-07-01 12:48:26,jd_152655pmg,131号
【用户正在购买】,1656650913560,2022-07-01 12:48:33,东峤帝国,126号
【主播发优惠券】,1656650914711,2022-07-01 12:48:34,主播,200
【用户关注】,1656650916713,2022-07-01 12:48:36,xinxiao1128
【用户正在购买】,1656650923081,2022-07-01 12:48:43,东峤帝国,124号
【用户正在购买】,1656650928627,2022-07-01 12:48:48,东峤帝国,122号
【主播发优惠券】,1656650939735,2022-07-01 12:48:59,主播,200
【主播推送商品】,1656650942120,2022-07-01 12:49:02,主播,21号
【用户关注】,1656650942959,2022-07-01 12:49:02,jd_152655pmg
【实时弹幕】,1656650943087,2022-07-01 12:49:03,gz-oy909,20点抢1元秒
【用户关注】,1656650943159,2022-07-01 12:49:03,gz-oy909
【用户正在购买】,1656650952839,2022-07-01 12:49:12,xinxiao1128,Top
【用户正在购买】,1656650957113,2022-07-01 12:49:17,东峤帝国,121号
【实时弹幕】,1656650957280,2022-07-01 12:49:17,jd_DFkkxlRiPSWi,20点抢1元秒
【实时弹幕】,1656650962754,2022-07-01 12:49:22,jd_181022tbk,20点抢1元秒
【用户加入购物车】,1656650964884,2022-07-01 12:49:24,jd_152655pmg,86号
【主播推送商品】,1656650966557,2022-07-01 12:49:26,主播,21号
【用户正在购买】,1656650967019,2022-07-01 12:49:27,东峤帝国,120号
【主播推送商品】,1656650967873,2022-07-01 12:49:27,主播,21号
【主播推送商品】,1656650968572,2022-07-01 12:49:28,主播,21号
【主播推送商品】,1656650973407,2022-07-01 12:49:33,主播,21号
【主播推送商品】,1656650974469,2022-07-01 12:49:34,主播,21号
【用户正在购买】,1656650975394,2022-07-01 12:49:35,xinxiao1128,148号
【主播发优惠券】,1656650977545,2022-07-01 12:49:37,主播,200
【实时弹幕】,1656650979833,2022-07-01 12:49:39,827567026,20点抢1元秒
【实时弹幕】,1656650991438,2022-07-01 12:49:51,adawang_126,20点抢1元秒
【用户关注】,1656650991492,2022-07-01 12:49:51,adawang_126
【用户正在购买】,1656650992531,2022-07-01 12:49:52,东峤帝国,110号
【主播推送商品】,1656650999126,2022-07-01 12:49:59,主播,21号
【主播推送商品】,1656651006214,2022-07-01 12:50:06,主播,21号
【实时弹幕】,1656651007821,2022-07-01 12:50:07,u_ce6qfere1clo,20点抢1元秒
【用户关注】,1656651007934,2022-07-01 12:50:07,u_ce6qfere1clo
【主播推送商品】,1656651015412,2022-07-01 12:50:15,主播,11号
【实时弹幕】,1656651017866,2022-07-01 12:50:17,wqc0712,20点抢1元秒
【用户关注】,1656651017956,2022-07-01 12:50:17,wqc0712
【实时弹幕】,1656651022437,2022-07-01 12:50:22,jd_155899rgc,20点抢1元秒
【主播推送商品】,1656651025308,2022-07-01 12:50:25,主播,11号
【实时弹幕】,1656651028552,2022-07-01 12:50:28,xiedz,20点抢1元秒
【主播推送商品】,1656651029148,2022-07-01 12:50:29,主播,11号
【主播推送商品】,1656651031464,2022-07-01 12:50:31,主播,11号
【实时弹幕】,1656651035928,2022-07-01 12:50:35,jd_thusw23,20点抢1元秒
【用户关注】,1656651035987,2022-07-01 12:50:35,jd_thusw23
【实时弹幕】,1656651044585,2022-07-01 12:50:44,xinxiao1128,145号还有么
【实时弹幕】,1656651062352,2022-07-01 12:51:02,平淡人生123,20点抢1元秒
【主播推送商品】,1656651069539,2022-07-01 12:51:09,主播,152号
【主播推送商品】,1656651070510,2022-07-01 12:51:10,主播,152号
【用户正在购买】,1656651071970,2022-07-01 12:51:11,jd_LbjIZLYNYZMF,152号
【实时弹幕】,1656651075062,2022-07-01 12:51:15,秋风香港,20点抢1元秒
【用户关注】,1656651075126,2022-07-01 12:51:15,秋风香港
【实时弹幕】,1656651079765,2022-07-01 12:51:19,jd_4b210cc66a910,20点抢1元秒
【实时弹幕】,1656651082000,2022-07-01 12:51:22,xinxiao1128,是
【实时弹幕】,1656651082835,2022-07-01 12:51:22,jd_187311evo,20点抢1元秒
【主播推送商品】,1656651091253,2022-07-01 12:51:31,主播,152号
【实时弹幕】,1656651098848,2022-07-01 12:51:38,Huhu98,20点抢1元秒
【用户进入店铺】,1656651099982,2022-07-01 12:51:39,jd_LbjIZLYNYZMF,1000015268
【主播推送商品】,1656651104591,2022-07-01 12:51:44,主播,152号
【主播正在讲解】,1656651106326,2022-07-01 12:51:46,主播,152号
【主播弹幕】,1656651106342,2022-07-01 12:51:46,主播,正在讲解152号宝贝
【主播开始讲解】,1656651106379,2022-07-01 12:51:46,主播,152
【实时弹幕】,1656651111192,2022-07-01 12:51:51,jd_GfnivgeIjUBA,20点抢1元秒
【主播结束讲解】,1656651111206,2022-07-01 12:51:51,主播,152
【用户关注】,1656651111246,2022-07-01 12:51:51,jd_GfnivgeIjUBA
【用户加入购物车】,1656651114088,2022-07-01 12:51:54,xinxiao1128,152号
【用户加入购物车】,1656651116338,2022-07-01 12:51:56,xinxiao1128,152号
【用户正在购买】,1656651120923,2022-07-01 12:52:00,xinxiao1128,152号
【实时弹幕】,1656651123959,2022-07-01 12:52:03,Cherry-JR,20点抢1元秒
【主播发优惠券】,1656651128211,2022-07-01 12:52:08,主播,200
【用户关注】,1656651132246,2022-07-01 12:52:12,jd_GBlftSIJOHgh
【实时弹幕】,1656651133929,2022-07-01 12:52:13,xydh77,20点抢1元秒
【实时弹幕】,1656651134646,2022-07-01 12:52:14,mindy-M,20点抢1元秒
【实时弹幕】,1656651141277,2022-07-01 12:52:21,jgtank,20点抢1元秒
【用户加入购物车】,1656651141373,2022-07-01 12:52:21,xinxiao1128,Top
【用户正在购买】,1656651142975,2022-07-01 12:52:22,xinxiao1128,Top
【用户正在购买】,1656651144638,2022-07-01 12:52:24,jd_LbjIZLYNYZMF,Top
【实时弹幕】,1656651146399,2022-07-01 12:52:26,rongchan1979,20点抢1元秒
【实时弹幕】,1656651148408,2022-07-01 12:52:28,jd_186428qcs,20点抢1元秒
【用户加入购物车】,1656651149868,2022-07-01 12:52:29,jd_aBOIRoLWkuqS,Top
【实时弹幕】,1656651151753,2022-07-01 12:52:31,jd_61bb4f7008679,20点抢1元秒
【实时弹幕】,1656651152212,2022-07-01 12:52:32,悠客一士,20点抢1元秒
【实时弹幕】,1656651154169,2022-07-01 12:52:34,摇摆的雨季,20点抢1元秒
【主播推送商品】,1656651154639,2022-07-01 12:52:34,主播,11号
【实时弹幕】,1656651160585,2022-07-01 12:52:40,孙若真,20点抢1元秒
【实时弹幕】,1656651165237,2022-07-01 12:52:45,hrc369,20点抢1元秒
【用户关注】,1656651165333,2022-07-01 12:52:45,hrc369
【实时弹幕】,1656651170846,2022-07-01 12:52:50,李瑞英lry,20点抢1元秒
【主播推送商品】,1656651174811,2022-07-01 12:52:54,主播,11号
【主播推送商品】,1656651175812,2022-07-01 12:52:55,主播,11号
【用户正在购买】,1656651177679,2022-07-01 12:52:57,u_lhv64mso6lpi,150号
【主播推送商品】,1656651178302,2022-07-01 12:52:58,主播,11号
【主播推送商品】,1656651179250,2022-07-01 12:52:59,主播,11号
【主播推送商品】,1656651181388,2022-07-01 12:53:01,主播,11号
【主播推送商品】,1656651182386,2022-07-01 12:53:02,主播,11号
【实时弹幕】,1656651183511,2022-07-01 12:53:03,左右逢源0428,20点抢1元秒
【主播推送商品】,1656651183747,2022-07-01 12:53:03,主播,11号
【实时弹幕】,1656651184966,2022-07-01 12:53:04,starz00,20点抢1元秒
【主播推送商品】,1656651187097,2022-07-01 12:53:07,主播,11号
【实时弹幕】,1656651192192,2022-07-01 12:53:12,helenezn,20点抢1元秒
【实时弹幕】,1656651201622,2022-07-01 12:53:21,lixiaoshen_2010,20点抢1元秒
【主播发优惠券】,1656651214761,2022-07-01 12:53:34,主播,200
【主播推送商品】,1656651216920,2022-07-01 12:53:36,主播,11号
【用户关注】,1656651217382,2022-07-01 12:53:37,u_lhv64mso6lpi
【用户正在购买】,1656651221479,2022-07-01 12:53:41,u_lhv64mso6lpi,114号
【主播推送商品】,1656651222458,2022-07-01 12:53:42,主播,11号
【主播推送商品】,1656651223262,2022-07-01 12:53:43,主播,11号
【实时弹幕】,1656651223976,2022-07-01 12:53:43,jd_159723dzm,20点抢1元秒
【主播推送商品】,1656651224748,2022-07-01 12:53:44,主播,11号
【用户正在购买】,1656651224781,2022-07-01 12:53:44,xinxiao1128,11号
【主播推送商品】,1656651232608,2022-07-01 12:53:52,主播,11号
【用户加入购物车】,1656651232948,2022-07-01 12:53:52,u_lhv64mso6lpi,95号
【主播推送商品】,1656651237824,2022-07-01 12:53:57,主播,11号
【主播发优惠券】,1656651240444,2022-07-01 12:54:00,主播,200
【用户正在购买】,1656651245606,2022-07-01 12:54:05,u_lhv64mso6lpi,92号
【用户关注】,1656651246394,2022-07-01 12:54:06,519246308-323691
【主播推送商品】,1656651252410,2022-07-01 12:54:12,主播,11号
【用户加入购物车】,1656651258671,2022-07-01 12:54:18,xinxiao1128,152号
【主播推送商品】,1656651259215,2022-07-01 12:54:19,主播,11号
【主播推送商品】,1656651260600,2022-07-01 12:54:20,主播,11号
【主播推送商品】,1656651264556,2022-07-01 12:54:24,主播,11号
【主播发优惠券】,1656651274755,2022-07-01 12:54:34,主播,200
【主播推送商品】,1656651280870,2022-07-01 12:54:40,主播,11号
【实时弹幕】,1656651290080,2022-07-01 12:54:50,jd_137166zluq,20点抢1元秒
【用户关注】,1656651290127,2022-07-01 12:54:50,jd_137166zluq
【实时弹幕】,1656651297099,2022-07-01 12:54:57,caishui,20点抢1元秒
【实时弹幕】,1656651297399,2022-07-01 12:54:57,jd_52929781edcfd,20点抢1元秒
【实时弹幕】,1656651304136,2022-07-01 12:55:04,tiyoli,20点抢1元秒
【用户关注】,1656651304158,2022-07-01 12:55:04,tiyoli
【用户加入购物车】,1656651304811,2022-07-01 12:55:04,xinxiao1128,Top
【用户加入购物车】,1656651307775,2022-07-01 12:55:07,xinxiao1128,Top
【主播推送商品】,1656651309358,2022-07-01 12:55:09,主播,11号
【用户正在购买】,1656651310620,2022-07-01 12:55:10,xinxiao1128,Top
【主播推送商品】,1656651314711,2022-07-01 12:55:14,主播,11号
【主播推送商品】,1656651321770,2022-07-01 12:55:21,主播,11号
【主播发优惠券】,1656651324792,2022-07-01 12:55:24,主播,200
【用户关注】,1656651327476,2022-07-01 12:55:27,jd_tPhXWUwMkFuN
【主播推送商品】,1656651344251,2022-07-01 12:55:44,主播,11号
【主播推送商品】,1656651345046,2022-07-01 12:55:45,主播,11号
【实时弹幕】,1656651347254,2022-07-01 12:55:47,jd_GBlftSIJOHgh,不包邮吗
【主播发优惠券】,1656651353910,2022-07-01 12:55:53,主播,200
【实时弹幕】,1656651363332,2022-07-01 12:56:03,jd_133512wio,20点抢1元秒
【主播推送商品】,1656651366431,2022-07-01 12:56:06,主播,11号
【主播推送商品】,1656651373264,2022-07-01 12:56:13,主播,11号
【实时弹幕】,1656651376744,2022-07-01 12:56:16,jd_158015dig,20点抢1元秒
【用户关注】,1656651376788,2022-07-01 12:56:16,jd_158015dig
【主播发优惠券】,1656651378068,2022-07-01 12:56:18,主播,200
【实时弹幕】,1656651378515,2022-07-01 12:56:18,马小丁的叔叔,20点抢1元秒
【主播推送商品】,1656651385137,2022-07-01 12:56:25,主播,10号
【主播推送商品】,1656651390354,2022-07-01 12:56:30,主播,10号
【主播推送商品】,1656651393517,2022-07-01 12:56:33,主播,10号
【实时弹幕】,1656651394593,2022-07-01 12:56:34,jd_jeZLShSohxFv,20点抢1元秒
【实时弹幕】,1656651399555,2022-07-01 12:56:39,jd_181901xam,20点抢1元秒
【主播推送商品】,1656651404996,2022-07-01 12:56:44,主播,10号
【主播推送商品】,1656651405882,2022-07-01 12:56:45,主播,10号
【实时弹幕】,1656651408146,2022-07-01 12:56:48,一如既往159357,20点抢1元秒
【主播推送商品】,1656651419728,2022-07-01 12:56:59,主播,10号
【实时弹幕】,1656651431709,2022-07-01 12:57:11,xjxiaojian,20点抢1元秒
【实时弹幕】,1656651445231,2022-07-01 12:57:25,wqhfyx,20点抢1元秒
【实时弹幕】,1656651462885,2022-07-01 12:57:42,lv周文6200,20点抢1元秒
【实时弹幕】,1656651463347,2022-07-01 12:57:43,LLQIN512,20点抢1元秒
【用户关注】,1656651463396,2022-07-01 12:57:43,LLQIN512
【实时弹幕】,1656651468911,2022-07-01 12:57:48,梅希义德爷爷,20点抢1元秒
【实时弹幕】,1656651481184,2022-07-01 12:58:01,jd_4c21498d88a68,20点抢1元秒
【实时弹幕】,1656651513329,2022-07-01 12:58:33,猪八戒008123,20点抢1元秒
【主播推送商品】,1656651528745,2022-07-01 12:58:48,主播,10号
【实时弹幕】,1656651532533,2022-07-01 12:58:52,IWiToaQhuHHI,20点抢1元秒
【用户关注】,1656651532645,2022-07-01 12:58:52,IWiToaQhuHHI
【主播发优惠券】,1656651533311,2022-07-01 12:58:53,主播,200
【用户关注】,1656651536916,2022-07-01 12:58:56,jd_阿里销售
【主播推送商品】,1656651551846,2022-07-01 12:59:11,主播,61号
【主播推送商品】,1656651553463,2022-07-01 12:59:13,主播,61号
【主播推送商品】,1656651554445,2022-07-01 12:59:14,主播,61号
【实时弹幕】,1656651570258,2022-07-01 12:59:30,zhouling15,20点抢1元秒
【实时弹幕】,1656651572087,2022-07-01 12:59:32,幸福泡泡22,20点抢1元秒
【主播推送商品】,1656651573186,2022-07-01 12:59:33,主播,61号
【主播推送商品】,1656651584403,2022-07-01 12:59:44,主播,61号
【主播发优惠券】,1656651587501,2022-07-01 12:59:47,主播,200
【主播推送商品】,1656651609030,2022-07-01 13:00:09,主播,61号
【实时弹幕】,1656651609696,2022-07-01 13:00:09,jd_185887bye,20点抢1元秒
【主播推送商品】,1656651609799,2022-07-01 13:00:09,主播,61号
【主播推送商品】,1656651610402,2022-07-01 13:00:10,主播,61号
【实时弹幕】,1656651613194,2022-07-01 13:00:13,唐春宪,20点抢1元秒
【主播推送商品】,1656651616765,2022-07-01 13:00:16,主播,61号
【用户正在购买】,1656651638970,2022-07-01 13:00:38,jd183013zda,Top
【实时弹幕】,1656651641879,2022-07-01 13:00:41,Dianejing1981,20点抢1元秒
【实时弹幕】,1656651655228,2022-07-01 13:00:55,jd_GaItMcmeEqXo,20点抢1元秒
【主播推送商品】,1656651657530,2022-07-01 13:00:57,主播,61号
【主播推送商品】,1656651658210,2022-07-01 13:00:58,主播,61号
【主播推送商品】,1656651659078,2022-07-01 13:00:59,主播,61号
【主播推送商品】,1656651659329,2022-07-01 13:00:59,主播,61号
【主播推送商品】,1656651659482,2022-07-01 13:00:59,主播,61号
【实时弹幕】,1656651667544,2022-07-01 13:01:07,jd_BMllwFmFbBdM,20点抢1元秒
【用户关注】,1656651667618,2022-07-01 13:01:07,jd_BMllwFmFbBdM
【主播发优惠券】,1656651669625,2022-07-01 13:01:09,主播,200
【实时弹幕】,1656651676878,2022-07-01 13:01:16,abcdefghijk_666,20点抢1元秒
【实时弹幕】,1656651679682,2022-07-01 13:01:19,jd_139012qzi,20点抢1元秒
【实时弹幕】,1656651687350,2022-07-01 13:01:27,米乐潘潘,20点抢1元秒
【实时弹幕】,1656651688409,2022-07-01 13:01:28,我可爱的呀,20点抢1元秒
【主播发优惠券】,1656651696940,2022-07-01 13:01:36,主播,200
【实时弹幕】,1656651697511,2022-07-01 13:01:37,weiwei133*****868,20点抢1元秒
【实时弹幕】,1656651700973,2022-07-01 13:01:40,jd_7182c703a0663,20点抢1元秒
【实时弹幕】,1656651703982,2022-07-01 13:01:43,jd_40baa518c3058,20点抢1元秒
【实时弹幕】,1656651707157,2022-07-01 13:01:47,jd_65c1b9679acb8,20点抢1元秒
【实时弹幕】,1656651712740,2022-07-01 13:01:52,xiaoyuerzhhoi,20点抢1元秒
【主播推送商品】,1656651712837,2022-07-01 13:01:52,主播,62号
【用户正在购买】,1656651715124,2022-07-01 13:01:55,amyhu萌萌,149号
【用户加入购物车】,1656651721849,2022-07-01 13:02:01,jd_阿里销售,Top
【用户加入购物车】,1656651724886,2022-07-01 13:02:04,jd_阿里销售,Top
【主播推送商品】,1656651740055,2022-07-01 13:02:20,主播,62号
【主播推送商品】,1656651740727,2022-07-01 13:02:20,主播,62号
【主播推送商品】,1656651742718,2022-07-01 13:02:22,主播,62号
【主播推送商品】,1656651744188,2022-07-01 13:02:24,主播,62号
【实时弹幕】,1656651748084,2022-07-01 13:02:28,jd_737b6d29644ea,20点抢1元秒
【实时弹幕】,1656651758376,2022-07-01 13:02:38,Tftyang,20点抢1元秒
【用户正在购买】,1656651765666,2022-07-01 13:02:45,jd_阿里销售,150号
【实时弹幕】,1656651771489,2022-07-01 13:02:51,jd_亚儿,20点抢1元秒
【主播推送商品】,1656651772801,2022-07-01 13:02:52,主播,62号
【实时弹幕】,1656651775394,2022-07-01 13:02:55,luluhu,20点抢1元秒
【实时弹幕】,1656651776014,2022-07-01 13:02:56,dlmsp,20点抢1元秒
【主播推送商品】,1656651776534,2022-07-01 13:02:56,主播,62号
【主播推送商品】,1656651779259,2022-07-01 13:02:59,主播,62号
【主播推送商品】,1656651786171,2022-07-01 13:03:06,主播,62号
【实时弹幕】,1656651808368,2022-07-01 13:03:28,顾LQ,20点抢1元秒
【主播推送商品】,1656651810712,2022-07-01 13:03:30,主播,62号
【主播推送商品】,1656651813341,2022-07-01 13:03:33,主播,62号
